Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Bonus,Bouns,Total_Salary
EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,5/31/2022,92171.73,eva.jones@example.com,-7201859625,Poor,9217.173,5000,97171.73
EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,9/15/2023,70694.8,eva.miller@example.com,-3013674925,Average,7069.4800000000005,5000,75694.8
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,7/4/2022,52964.86,grace.brown@example.com,-1764750110,Good,5296.486000000001,5000,57964.86
EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,11/23/2020,116695.26,grace.brown@example.com,-1926764920,Good,11669.526,5000,121695.26
EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,5/13/2024,95161.4,heidi.brown@example.com,-5182606887,Excellent,9516.14,5000,100161.4
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2/24/2023,58243.27,alice.miller@example.com,-2184011844,Average,5824.327,5000,63243.27
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,10/2/2022,64012.48,heidi.williams@example.com,-8260340847,Poor,6401.2480000000005,5000,69012.48000000001
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,6/28/2020,106735.93,bob.garcia@example.com,-7297585987,Average,10673.593,5000,111735.93
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,1/15/2023,70325.36,frank.johnson@example.com,-3103032431,Average,7032.536,5000,75325.36
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,9/5/2020,118959.28,charlie.davis@example.com,-9839542960,Average,11895.928,5000,123959.28
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,3/18/2023,75823.78,david.brown@example.com,-8446267145,Average,7582.378000000001,5000,80823.78
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,10/11/2021,94963.7,grace.davis@example.com,-2625660930,Good,9496.37,5000,99963.7
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,1/7/2021,103744.71,frank.miller@example.com,-4181861514,Average,10374.471000000001,5000,108744.71
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,12/3/2020,61337.69,alice.smith@example.com,-5423401635,Average,6133.769,5000,66337.69
EMP1247,David,Smith,35.0,Sales-California,Active,5/28/2021,63741.13,david.smith@example.com,-1128497184,Poor,6374.113,5000,68741.13
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,12/28/2022,56539.99,eva.smith@example.com,-9484910255,Excellent,5653.999,5000,61539.99
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,5/24/2023,73633.37,charlie.williams@example.com,-2588967923,Good,7363.3369999999995,5000,78633.37
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,4/28/2024,90373.99,alice.miller@example.com,-822269404,Good,9037.399000000001,5000,95373.99
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,9/1/2021,81748.09,eva.brown@example.com,-4683414650,Average,8174.809,5000,86748.09
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2/21/2021,73813.48,charlie.jones@example.com,-1131290147,Average,7381.348,5000,78813.48
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,11/20/2022,89315.59,frank.smith@example.com,-7068277880,Average,8931.559,5000,94315.59
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,10/15/2020,56776.82,heidi.williams@example.com,-6093068537,Poor,5677.682000000001,5000,61776.82
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,8/14/2022,84913.18,frank.miller@example.com,-2850676250,Average,8491.318,5000,89913.18
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,5/8/2021,65060.11,alice.garcia@example.com,-5381447442,Excellent,6506.011,5000,70060.11
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,10/9/2023,82941.08,alice.williams@example.com,-963480796,Poor,8294.108,5000,87941.08
EMP1260,Bob,Smith,40.0,Admin-California,Pending,1/19/2022,103469.97,bob.smith@example.com,-509754509,Good,10346.997000000001,5000,108469.97
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,1/12/2022,88725.6,grace.miller@example.com,-5265016730,Average,8872.560000000001,5000,93725.6
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,3/26/2024,60098.72,grace.smith@example.com,-7654562840,Excellent,6009.872,5000,65098.72
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,11/2/2021,115195.81,heidi.johnson@example.com,-3402665022,Good,11519.581,5000,120195.81
EMP1269,David,Williams,25.0,Sales-Florida,Active,12/9/2022,94031.77,david.williams@example.com,-4716392822,Excellent,9403.177000000001,5000,99031.77
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,3/18/2023,116374.36,grace.miller@example.com,-4143637188,Excellent,11637.436000000002,5000,121374.36
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,4/25/2022,98335.02,alice.garcia@example.com,-2392312603,Excellent,9833.502,5000,103335.02
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2/28/2021,89262.07,heidi.garcia@example.com,-3260931065,Poor,8926.207,5000,94262.07
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,5/19/2021,69530.45,frank.smith@example.com,-414545634,Poor,6953.045,5000,74530.45
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,12/14/2023,84230.22,eva.brown@example.com,-200053473,Good,8423.022,5000,89230.22
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,1/17/2023,76578.59,eva.smith@example.com,-9162475540,Average,7657.859,5000,81578.59
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,1/2/2024,55532.06,frank.miller@example.com,-1082555988,Excellent,5553.206,5000,60532.06
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,7/9/2021,115311.68,eva.smith@example.com,-5343961128,Excellent,11531.168,5000,120311.68
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,5/5/2021,66972.06,charlie.johnson@example.com,-1093371188,Good,6697.206,5000,71972.06
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,11/7/2021,100215.06,david.brown@example.com,-5473820235,Average,10021.506000000001,5000,105215.06
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,8/30/2023,115452.25,charlie.brown@example.com,-8485571616,Poor,11545.225,5000,120452.25
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,8/15/2023,54141.38,heidi.miller@example.com,-6880294239,Average,5414.138,5000,59141.38
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,11/21/2024,114822.78,alice.johnson@example.com,-8686694319,Good,11482.278,5000,119822.78
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,11/17/2021,69919.32,alice.williams@example.com,-2939087883,Average,6991.932000000001,5000,74919.32
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,1/29/2021,106616.97,heidi.smith@example.com,-4344812307,Poor,10661.697,5000,111616.97
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2/17/2024,73597.85,heidi.jones@example.com,-3402424032,Poor,7359.785000000001,5000,78597.85
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,8/20/2024,79939.23,david.smith@example.com,-8105955183,Excellent,7993.923,5000,84939.23
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,9/10/2021,90772.25,grace.smith@example.com,-2408916497,Average,9077.225,5000,95772.25
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,9/29/2023,58275.74,eva.williams@example.com,-3735439626,Good,5827.5740000000005,5000,63275.74
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,3/31/2024,87626.24,frank.johnson@example.com,-6931216375,Good,8762.624000000002,5000,92626.24
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,12/12/2022,81272.36,david.brown@example.com,-1820916600,Poor,8127.236000000001,5000,86272.36
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,10/25/2023,64378.1,charlie.davis@example.com,-1851327971,Poor,6437.81,5000,69378.1
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,5/17/2022,74117.02,alice.smith@example.com,-3036625435,Poor,7411.702000000001,5000,79117.02
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,4/17/2022,62598.69,alice.smith@example.com,-1721314518,Average,6259.869000000001,5000,67598.69
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2/8/2022,55617.5,grace.williams@example.com,-5151092267,Excellent,5561.75,5000,60617.5
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,3/15/2022,87018.98,charlie.miller@example.com,-5926249450,Good,8701.898,5000,92018.98
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,10/11/2023,100336.58,david.johnson@example.com,-4754102251,Excellent,10033.658000000001,5000,105336.58
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,11/13/2020,69295.48,grace.jones@example.com,-6771196420,Excellent,6929.548,5000,74295.48
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,4/17/2024,115536.66,bob.brown@example.com,-5226557675,Excellent,11553.666000000001,5000,120536.66
EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,3/9/2020,81250.87,david.johnson@example.com,-9523668787,Excellent,8125.0869999999995,5000,86250.87
EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,6/17/2022,66403.75,alice.garcia@example.com,-7883619688,Good,6640.375,5000,71403.75
EMP1309,Alice,Miller,30.0,Sales-California,Active,7/28/2024,114147.79,alice.miller@example.com,-3135030586,Excellent,11414.779,5000,119147.79
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,12/3/2022,65472.99,frank.garcia@example.com,-2105524727,Good,6547.299,5000,70472.98999999999
EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,5/28/2024,86712.41,alice.brown@example.com,-6501917919,Average,8671.241,5000,91712.41
EMP1313,Grace,Davis,30.0,HR-Florida,Active,3/25/2024,87654.98,grace.davis@example.com,-2521310961,Poor,8765.498,5000,92654.98
EMP1314,David,Williams,35.0,DevOps-New York,Inactive,4/28/2020,89367.02,david.williams@example.com,-2728476569,Poor,8936.702000000001,5000,94367.02
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,11/7/2021,95269.41,charlie.garcia@example.com,-4120092819,Good,9526.941,5000,100269.41
EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,4/15/2020,68792.31,frank.williams@example.com,-6678498435,Average,6879.231,5000,73792.31
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,10/7/2023,89119.53,alice.smith@example.com,-2418623689,Good,8911.953,5000,94119.53
EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2/27/2024,58212.13,frank.davis@example.com,-3628917755,Good,5821.213,5000,63212.13
EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2/22/2021,77764.24,heidi.miller@example.com,-6205634110,Good,7776.424000000001,5000,82764.24
EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,8/21/2023,75148.17,frank.garcia@example.com,-5950342810,Average,7514.817,5000,80148.17
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,4/8/2024,108781.18,heidi.jones@example.com,-3904383033,Poor,10878.118,5000,113781.18
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,11/4/2024,65489.19,frank.brown@example.com,-1990970050,Average,6548.919000000001,5000,70489.19
EMP1324,David,Miller,40.0,Sales-New York,Inactive,2/1/2023,95822.56,david.miller@example.com,-2156818208,Average,9582.256,5000,100822.56
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,10/1/2022,82258.03,eva.miller@example.com,-6790422710,Average,8225.803,5000,87258.03
EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,9/27/2022,62883.34,frank.williams@example.com,-3322889856,Average,6288.334,5000,67883.34
EMP1328,David,Garcia,25.0,DevOps-New York,Active,3/23/2021,85401.3,david.garcia@example.com,-9912971023,Poor,8540.130000000001,5000,90401.3
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,5/8/2021,63435.24,charlie.smith@example.com,-4721970545,Poor,6343.524,5000,68435.23999999999
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,4/11/2022,82129.84,frank.brown@example.com,-6927589550,Average,8212.984,5000,87129.84
EMP1333,David,Williams,35.0,DevOps-Texas,Pending,10/23/2024,95492.61,david.williams@example.com,-6874090379,Good,9549.261,5000,100492.61
EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,4/24/2020,94572.37,grace.miller@example.com,-2146296135,Good,9457.237,5000,99572.37
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,3/4/2023,118413.05,bob.garcia@example.com,-7157787111,Poor,11841.305,5000,123413.05
EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,8/31/2022,68976.65,alice.jones@example.com,-1663651558,Poor,6897.665,5000,73976.65
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2/7/2022,80229.36,heidi.williams@example.com,-6778265959,Excellent,8022.936000000001,5000,85229.36
EMP1343,Grace,Johnson,25.0,Sales-California,Active,12/31/2023,55145.47,grace.johnson@example.com,-8931992549,Good,5514.5470000000005,5000,60145.47
EMP1345,Eva,Davis,40.0,HR-California,Active,9/28/2020,56110.81,eva.davis@example.com,-7279103367,Good,5611.081,5000,61110.81
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2/9/2023,56514.5,grace.williams@example.com,-2963533904,Average,5651.450000000001,5000,61514.5
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,3/5/2022,104541.84,frank.brown@example.com,-5044817765,Good,10454.184000000001,5000,109541.84
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,6/9/2022,69317.33,eva.davis@example.com,-5289286645,Good,6931.733,5000,74317.33
EMP1350,Bob,Brown,35.0,HR-New York,Pending,7/4/2023,84706.17,bob.brown@example.com,-4911110960,Average,8470.617,5000,89706.17
EMP1351,Heidi,Smith,25.0,Admin-California,Active,3/21/2022,73255.21,heidi.smith@example.com,-7981789045,Average,7325.521000000001,5000,78255.21
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,5/2/2023,59528.71,frank.smith@example.com,-3378613714,Poor,5952.871,5000,64528.71
EMP1353,David,Garcia,40.0,HR-New York,Inactive,10/15/2021,70401.37,david.garcia@example.com,-7660538443,Good,7040.137,5000,75401.37
EMP1356,Heidi,Johnson,30.0,Finance-California,Pending,5/21/2020,107327.59,heidi.johnson@example.com,-3960962625,Poor,10732.759,5000,112327.59
EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,5/10/2021,67687.72,grace.garcia@example.com,-5826312818,Excellent,6768.772000000001,5000,72687.72
EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,9/8/2022,90757.08,grace.smith@example.com,-6482531105,Good,9075.708,5000,95757.08
EMP1360,Bob,Brown,25.0,Admin-Nevada,Pending,12/28/2021,61643.69,bob.brown@example.com,-2752334382,Good,6164.369000000001,5000,66643.69
EMP1361,Grace,Smith,35.0,Finance-Texas,Active,7/20/2020,68111.69,grace.smith@example.com,-6404120910,Poor,6811.169000000001,5000,73111.69
EMP1362,David,Smith,40.0,HR-Florida,Inactive,4/30/2024,97568.88,david.smith@example.com,-7911244210,Average,9756.888,5000,102568.88
EMP1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,8/28/2021,79118.28,charlie.johnson@example.com,-7536170616,Poor,7911.828,5000,84118.28
EMP1364,Bob,Davis,30.0,HR-California,Inactive,7/21/2022,104898.9,bob.davis@example.com,-1366572239,Excellent,10489.89,5000,109898.9
EMP1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,11/27/2023,81671.3,frank.davis@example.com,-2990155798,Poor,8167.130000000001,5000,86671.3
EMP1366,Alice,Miller,25.0,Cloud Tech-California,Pending,8/11/2020,97399.75,alice.miller@example.com,-8028413907,Excellent,9739.975,5000,102399.75
EMP1368,David,Williams,40.0,DevOps-New York,Active,8/4/2023,96011.55,david.williams@example.com,-2312447314,Average,9601.155,5000,101011.55
EMP1369,David,Davis,40.0,Sales-Florida,Inactive,1/10/2020,99331.49,david.davis@example.com,-8477686341,Excellent,9933.149000000001,5000,104331.49
EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,5/7/2023,77204.75,eva.garcia@example.com,-6769459195,Good,7720.475,5000,82204.75
EMP1372,Bob,Johnson,35.0,HR-Florida,Pending,12/19/2020,106961.68,bob.johnson@example.com,-6395517207,Poor,10696.168,5000,111961.68
EMP1374,Bob,Smith,30.0,HR-Nevada,Active,11/12/2022,77192.43,bob.smith@example.com,-2562531354,Excellent,7719.2429999999995,5000,82192.43
EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,1/5/2023,98540.3,grace.brown@example.com,-2510505378,Good,9854.03,5000,103540.3
EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2/3/2021,107065.12,alice.smith@example.com,-1849196654,Average,10706.512,5000,112065.12
EMP1378,Heidi,Johnson,40.0,DevOps-Florida,Inactive,12/25/2023,108792.43,heidi.johnson@example.com,-3307704610,Poor,10879.243,5000,113792.43
EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,1/30/2023,85756.42,charlie.garcia@example.com,-907426087,Average,8575.642,5000,90756.42
EMP1382,Grace,Brown,25.0,DevOps-Nevada,Active,9/1/2021,111236.69,grace.brown@example.com,-5618579063,Excellent,11123.669000000002,5000,116236.69
EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,5/7/2024,106832.22,eva.jones@example.com,-7715910299,Good,10683.222000000002,5000,111832.22
EMP1385,David,Garcia,25.0,Sales-California,Pending,7/29/2021,91780.04,david.garcia@example.com,-40104144,Poor,9178.003999999999,5000,96780.04
EMP1386,Eva,Williams,35.0,Sales-California,Pending,10/23/2023,107062.66,eva.williams@example.com,-9642297124,Good,10706.266000000001,5000,112062.66
EMP1387,Grace,Davis,25.0,HR-Nevada,Active,12/7/2023,110625.52,grace.davis@example.com,-2967188396,Excellent,11062.552000000001,5000,115625.52
EMP1388,Frank,Smith,30.0,DevOps-Florida,Inactive,10/18/2020,90419.79,frank.smith@example.com,-7457314414,Average,9041.979,5000,95419.79
EMP1389,Grace,Smith,40.0,Finance-Texas,Pending,6/15/2024,111608.76,grace.smith@example.com,-8331170302,Good,11160.876,5000,116608.76
EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,4/6/2023,50173.12,eva.williams@example.com,-7637153987,Poor,5017.312000000001,5000,55173.12
EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,1/3/2022,109507.44,bob.williams@example.com,-5472812355,Good,10950.744,5000,114507.44
EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,7/3/2021,72600.56,grace.garcia@example.com,-7983631461,Excellent,7260.0560000000005,5000,77600.56
EMP1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,7/23/2022,50047.32,heidi.williams@example.com,-2407875417,Good,5004.732,5000,55047.32
EMP1395,David,Brown,30.0,DevOps-California,Active,11/25/2024,115290.79,david.brown@example.com,-1563268684,Poor,11529.079,5000,120290.79
EMP1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,8/21/2023,61586.76,frank.garcia@example.com,-745106633,Excellent,6158.676,5000,66586.76000000001
EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,12/12/2023,56662.86,eva.miller@example.com,-3629489785,Average,5666.286,5000,61662.86
EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,9/5/2022,54957.98,frank.smith@example.com,-3181439665,Excellent,5495.798000000001,5000,59957.98
EMP1400,Bob,Garcia,25.0,HR-California,Inactive,10/7/2020,76790.47,bob.garcia@example.com,-1347323548,Excellent,7679.0470000000005,5000,81790.47
EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,1/18/2020,92722.35,charlie.brown@example.com,-4012897431,Excellent,9272.235,5000,97722.35
EMP1402,Frank,Williams,30.0,DevOps-Nevada,Active,4/23/2022,93125.32,frank.williams@example.com,-5122572075,Average,9312.532000000001,5000,98125.32
EMP1403,David,Smith,25.0,Cloud Tech-New York,Active,4/22/2023,101100.64,david.smith@example.com,-5024120956,Average,10110.064,5000,106100.64
EMP1404,Grace,Garcia,35.0,Admin-New York,Inactive,8/13/2023,55897.41,grace.garcia@example.com,-9073710093,Poor,5589.741000000001,5000,60897.41
EMP1405,Eva,Brown,25.0,DevOps-California,Active,11/26/2022,92484.88,eva.brown@example.com,-3882211456,Good,9248.488000000001,5000,97484.88
EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,10/10/2022,77011.99,grace.miller@example.com,-7584745704,Average,7701.1990000000005,5000,82011.99
EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,4/11/2024,82971.02,grace.brown@example.com,-6325703964,Good,8297.102,5000,87971.02
EMP1409,Bob,Miller,25.0,Sales-Texas,Active,6/20/2021,65102.01,bob.miller@example.com,-3136148781,Average,6510.201000000001,5000,70102.01000000001
EMP1411,Grace,Garcia,25.0,DevOps-Illinois,Pending,6/15/2023,60687.63,grace.garcia@example.com,-9859167953,Excellent,6068.763,5000,65687.63
EMP1413,Bob,Smith,35.0,DevOps-Florida,Pending,9/29/2024,66704.62,bob.smith@example.com,-2474140702,Poor,6670.4619999999995,5000,71704.62
EMP1414,Grace,Williams,25.0,Finance-Illinois,Pending,4/22/2020,71650.3,grace.williams@example.com,-4910740649,Poor,7165.030000000001,5000,76650.3
EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,12/7/2023,50794.54,charlie.smith@example.com,-425488213,Good,5079.454000000001,5000,55794.54
EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,7/11/2021,86669.79,eva.johnson@example.com,-3666144941,Excellent,8666.979,5000,91669.79
EMP1418,Bob,Garcia,40.0,Finance-Illinois,Inactive,4/23/2020,84972.7,bob.garcia@example.com,-9659234267,Poor,8497.27,5000,89972.7
EMP1419,Frank,Miller,30.0,HR-Texas,Pending,10/12/2023,100594.49,frank.miller@example.com,-3441497825,Average,10059.449,5000,105594.49
EMP1420,Alice,Johnson,25.0,Cloud Tech-New York,Active,8/24/2022,75478.35,alice.johnson@example.com,-6128758574,Excellent,7547.835000000001,5000,80478.35
EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,9/4/2023,79355.85,charlie.johnson@example.com,-6766708060,Good,7935.585000000001,5000,84355.85
EMP1422,Grace,Miller,35.0,HR-Texas,Pending,2/2/2022,58358.07,grace.miller@example.com,-2943985297,Poor,5835.807000000001,5000,63358.07
EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,4/1/2022,54824.85,alice.williams@example.com,-9406260786,Average,5482.485000000001,5000,59824.85
EMP1424,Eva,Garcia,35.0,HR-Texas,Pending,7/24/2022,50557.84,eva.garcia@example.com,-104159148,Average,5055.784,5000,55557.84
EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,10/4/2024,101665.79,alice.brown@example.com,-3110291812,Poor,10166.579,5000,106665.79
EMP1429,Eva,Brown,25.0,Cloud Tech-New York,Pending,4/25/2022,99059.28,eva.brown@example.com,-6723849790,Poor,9905.928,5000,104059.28
EMP1431,Alice,Miller,40.0,DevOps-New York,Active,8/20/2021,68269.37,alice.miller@example.com,-7744197545,Excellent,6826.937,5000,73269.37
EMP1432,Grace,Jones,35.0,HR-Florida,Inactive,4/23/2021,55228.12,grace.jones@example.com,-6176620470,Poor,5522.812000000001,5000,60228.12
EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,8/12/2022,71982.33,bob.garcia@example.com,-9609409704,Average,7198.233,5000,76982.33
EMP1434,Frank,Brown,30.0,Finance-California,Inactive,6/26/2021,109673.75,frank.brown@example.com,-2774025882,Excellent,10967.375,5000,114673.75
EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,9/4/2021,68211.68,frank.garcia@example.com,-7244617678,Good,6821.168,5000,73211.68
EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,1/31/2023,67489.68,alice.garcia@example.com,-2988425994,Poor,6748.968,5000,72489.68
EMP1438,Charlie,Davis,25.0,Cloud Tech-Texas,Active,9/24/2020,63869.31,charlie.davis@example.com,-9961002310,Good,6386.9310000000005,5000,68869.31
EMP1440,Heidi,Smith,30.0,Cloud Tech-California,Active,3/28/2020,115959.65,heidi.smith@example.com,-941017589,Excellent,11595.965,5000,120959.65
EMP1441,Grace,Garcia,40.0,Finance-Texas,Inactive,10/31/2023,79866.48,grace.garcia@example.com,-2517629832,Excellent,7986.648,5000,84866.48
EMP1442,Charlie,Smith,35.0,HR-Florida,Active,3/11/2020,92987.46,charlie.smith@example.com,-4774332682,Excellent,9298.746000000001,5000,97987.46
EMP1443,Eva,Garcia,40.0,Finance-Illinois,Inactive,5/4/2020,56140.51,eva.garcia@example.com,-1901302055,Average,5614.051,5000,61140.51
EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,7/15/2023,119586.11,grace.brown@example.com,-9815287338,Average,11958.611,5000,124586.11
EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,1/20/2023,104700.46,alice.williams@example.com,-7855982175,Good,10470.046000000002,5000,109700.46
EMP1446,Frank,Williams,40.0,HR-New York,Active,10/15/2021,91798.14,frank.williams@example.com,-6191284116,Good,9179.814,5000,96798.14
EMP1447,Eva,Miller,25.0,Finance-Illinois,Inactive,4/19/2024,90879.22,eva.miller@example.com,-3098503445,Good,9087.922,5000,95879.22
EMP1448,Charlie,Davis,25.0,Admin-Nevada,Active,6/29/2021,87358.27,charlie.davis@example.com,-5124189388,Poor,8735.827000000001,5000,92358.27
EMP1449,Alice,Miller,30.0,Sales-Florida,Inactive,9/14/2024,119407.93,alice.miller@example.com,-8469081973,Excellent,11940.793,5000,124407.93
EMP1453,David,Miller,25.0,Sales-Florida,Active,11/10/2021,114252.73,david.miller@example.com,-1078356742,Good,11425.273000000001,5000,119252.73
EMP1454,Charlie,Jones,35.0,DevOps-New York,Inactive,5/1/2020,51533.9,charlie.jones@example.com,-3896086,Poor,5153.39,5000,56533.9
EMP1455,Charlie,Williams,25.0,Sales-California,Active,2/4/2022,99317.66,charlie.williams@example.com,-662668216,Poor,9931.766000000001,5000,104317.66
EMP1456,Bob,Miller,35.0,HR-California,Active,11/18/2020,101264.64,bob.miller@example.com,-1955356032,Average,10126.464,5000,106264.64
EMP1457,Heidi,Garcia,35.0,Admin-Nevada,Pending,11/21/2023,112272.02,heidi.garcia@example.com,-1903689002,Poor,11227.202000000001,5000,117272.02
EMP1458,Frank,Williams,30.0,DevOps-Illinois,Active,2/13/2022,71477.63,frank.williams@example.com,-102724054,Good,7147.763000000001,5000,76477.63
EMP1459,Charlie,Williams,30.0,DevOps-Texas,Pending,3/19/2023,77412.1,charlie.williams@example.com,-9342967110,Poor,7741.210000000001,5000,82412.1
EMP1460,Alice,Johnson,30.0,Sales-California,Pending,3/28/2021,94775.27,alice.johnson@example.com,-4837537457,Average,9477.527,5000,99775.27
EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,5/2/2021,74276.71,heidi.jones@example.com,-4384588104,Excellent,7427.671000000001,5000,79276.71
EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,3/5/2021,67467.86,bob.miller@example.com,-6974132833,Good,6746.786,5000,72467.86
EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,3/1/2022,80675.41,eva.smith@example.com,-8315203770,Excellent,8067.541000000001,5000,85675.41
EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,1/23/2023,76274.33,charlie.brown@example.com,-704496409,Average,7627.433000000001,5000,81274.33
